X,Y,FID,id,modified,language,bibliographicCitation,institutionCode,collectionCode,datasetName,basisOfRecord,dynamicProperties,catalogNumber,occurrenceRemarks,individualCount,sex,lifeStage,occurrenceStatus,associatedTaxa,eventID,samplingProtocol,eventDate,startDayOfYear,year,month,day,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,identifiedBy,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship
-178.0717,-14.3267,509,243,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 496 Madracis kauaiensis,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 496,Pacific Ocean,,,,Futuna,250,330,-14.3267,-178.0717,WGS84,500,POINT (-178.0717 -14.3267),,,urn:lsid:marinespecies.org:taxname:208944,Madracis kauaiensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Madracis,,kauaiensis,,"Vaughan, 1907"
167.35,-16.2667,510,691,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1067 Notocyathus conicus,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1067,Pacific Ocean,,,,Malakula,344,366,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:290497,Notocyathus conicus,Animalia,Cnidaria,Anthozoa,Scleractinia,Turbinoliidae,Notocyathus,,conicus,,"(Alcock, 1902)"
167.35,-16.2667,511,692,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1067 Cryptotrochus brevipalus,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1067,Pacific Ocean,,,,Malakula,344,366,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:289750,Cryptotrochus brevipalus,Animalia,Cnidaria,Anthozoa,Scleractinia,Turbinoliidae,Cryptotrochus,,brevipalus,,"Cairns, 1999"
-178.0717,-14.3267,512,244,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 496 Caryophyllia (Acanthocyathus) grayi,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 496,Pacific Ocean,,,,Futuna,250,330,-14.3267,-178.0717,WGS84,500,POINT (-178.0717 -14.3267),,,urn:lsid:marinespecies.org:taxname:286744,Caryophyllia (Acanthocyathus) grayi,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Acanthocyathus,grayi,,"(Milne Edwards & Haime, 1848)"
167.35,-16.2667,513,693,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1067 Gardineria hawaiiensis,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1067,Pacific Ocean,,,,Malakula,344,366,-16.2667,167.35,WGS84,500,POINT (167.35 -16.2667),,,urn:lsid:marinespecies.org:taxname:287443,Gardineria hawaiiensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Gardineriidae,Gardineria,,hawaiiensis,,"Vaughan, 1907"
-178.0717,-14.3267,514,245,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 496 Oxysmilia epithecata,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 496,Pacific Ocean,,,,Futuna,250,330,-14.3267,-178.0717,WGS84,500,POINT (-178.0717 -14.3267),,,urn:lsid:marinespecies.org:taxname:290564,Oxysmilia epithecata,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Oxysmilia,,epithecata,,"Cairns, 1999"
167.3167,-16.25,515,694,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1068 Deltocyathus crassiseptum,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1068,Pacific Ocean,,,,Malakula,536,619,-16.25,167.3167,WGS84,500,POINT (167.3167 -16.25),,,urn:lsid:marinespecies.org:taxname:286794,Deltocyathus crassiseptum,Animalia,Cnidaria,Anthozoa,Scleractinia,Deltocyathidae,Deltocyathus,,crassiseptum,,"Cairns, 1999"
-178.0717,-14.3267,516,246,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 496 Trochocyathus (Trochocyathus) philippinensis,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 496,Pacific Ocean,,,,Futuna,250,330,-14.3267,-178.0717,WGS84,500,POINT (-178.0717 -14.3267),,,urn:lsid:marinespecies.org:taxname:286891,Trochocyathus (Trochocyathus) philippinensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Trochocyathus,Trochocyathus,philippinensis,,"Semper, 1872"
167.3167,-16.25,517,695,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1068 Alatotrochus rubescens,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1068,Pacific Ocean,,,,Malakula,536,619,-16.25,167.3167,WGS84,500,POINT (167.3167 -16.25),,,urn:lsid:marinespecies.org:taxname:289389,Alatotrochus rubescens,Animalia,Cnidaria,Anthozoa,Scleractinia,Turbinoliidae,Alatotrochus,,rubescens,,"(Moseley, 1876)"
167.3167,-16.25,518,696,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1068 Tropidocyathus labidus,,,,,Present,,,,1994-10-02,275,1994,10,2,MUSORSTOM 8 'Alis' Stn 1068,Pacific Ocean,,,,Malakula,536,619,-16.25,167.3167,WGS84,500,POINT (167.3167 -16.25),,,urn:lsid:marinespecies.org:taxname:291248,Tropidocyathus labidus,Animalia,Cnidaria,Anthozoa,Scleractinia,Turbinoliidae,Tropidocyathus,,labidus,,"Cairns & Zibrowius, 1997"
-178.0717,-14.3267,519,247,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 496 Polycyathus octuplus,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 496,Pacific Ocean,,,,Futuna,250,330,-14.3267,-178.0717,WGS84,500,POINT (-178.0717 -14.3267),,,urn:lsid:marinespecies.org:taxname:286844,Polycyathus octuplus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Polycyathus,,octuplus,,"Cairns, 1999"
167.2333,-15.5333,520,697,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1069 Caryophyllia (Acanthocyathus) grayi,,,,,Present,,,,1994-10-04,277,1994,10,4,MUSORSTOM 8 'Alis' Stn 1069,Pacific Ocean,,,,SE of Espiritu Santo,122,125,-15.5333,167.2333,WGS84,500,POINT (167.2333 -15.5333),,,urn:lsid:marinespecies.org:taxname:286744,Caryophyllia (Acanthocyathus) grayi,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Acanthocyathus,grayi,,"(Milne Edwards & Haime, 1848)"
-178.0717,-14.3267,521,248,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 496 Heterocyathus sulcatus,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 496,Pacific Ocean,,,,Futuna,250,330,-14.3267,-178.0717,WGS84,500,POINT (-178.0717 -14.3267),,,urn:lsid:marinespecies.org:taxname:288865,Heterocyathus sulcatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Heterocyathus,,sulcatus,,"(Verrill, 1866)"
167.2333,-15.5333,522,698,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1069 Heterocyathus sulcatus,,,,,Present,,,,1994-10-04,277,1994,10,4,MUSORSTOM 8 'Alis' Stn 1069,Pacific Ocean,,,,SE of Espiritu Santo,122,125,-15.5333,167.2333,WGS84,500,POINT (167.2333 -15.5333),,,urn:lsid:marinespecies.org:taxname:288865,Heterocyathus sulcatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Heterocyathus,,sulcatus,,"(Verrill, 1866)"
-178.0717,-14.3267,523,249,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 496 Conotrochus asymmetros,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 496,Pacific Ocean,,,,Futuna,250,330,-14.3267,-178.0717,WGS84,500,POINT (-178.0717 -14.3267),,,urn:lsid:marinespecies.org:taxname:289704,Conotrochus asymmetros,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Conotrochus,,asymmetros,,"Cairns, 1999"
167.2667,-15.6,524,699,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1070 Fungiacyathus (Fungiacyathus) paliferus,,,,,Present,,,,1994-10-04,277,1994,10,4,MUSORSTOM 8 'Alis' Stn 1070,Pacific Ocean,,,,SE of Espiritu Santo,184,190,-15.6,167.2667,WGS84,500,POINT (167.2667 -15.6),,,urn:lsid:marinespecies.org:taxname:287080,Fungiacyathus (Fungiacyathus) paliferus,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiacyathidae,Fungiacyathus,Fungiacyathus,paliferus,,"(Alcock, 1902)"
-178.0717,-14.3267,525,250,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 496 Thalamophyllia tenuescens,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 496,Pacific Ocean,,,,Futuna,250,330,-14.3267,-178.0717,WGS84,500,POINT (-178.0717 -14.3267),,,urn:lsid:marinespecies.org:taxname:286869,Thalamophyllia tenuescens,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Thalamophyllia,,tenuescens,,"(Gardiner, 1899)"
167.2667,-15.6,526,700,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1070 Letepsammia franki,,,,,Present,,,,1994-10-04,277,1994,10,4,MUSORSTOM 8 'Alis' Stn 1070,Pacific Ocean,,,,SE of Espiritu Santo,184,190,-15.6,167.2667,WGS84,500,POINT (167.2667 -15.6),,,urn:lsid:marinespecies.org:taxname:290287,Letepsammia franki,Animalia,Cnidaria,Anthozoa,Scleractinia,Micrabaciidae,Letepsammia,,franki,,"Owens, 1994"
-178.0717,-14.3267,527,251,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 496 Balanophyllia (Balanophyllia) desmophyllioides,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 496,Pacific Ocean,,,,Futuna,250,330,-14.3267,-178.0717,WGS84,500,POINT (-178.0717 -14.3267),,,urn:lsid:marinespecies.org:taxname:286915,Balanophyllia (Balanophyllia) desmophyllioides,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,Balanophyllia,desmophyllioides,,"Vaughan, 1907"
-178.0717,-14.3267,528,252,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 496 Heteropsammia cochlea,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 496,Pacific Ocean,,,,Futuna,250,330,-14.3267,-178.0717,WGS84,500,POINT (-178.0717 -14.3267),,,urn:lsid:marinespecies.org:taxname:207501,Heteropsammia cochlea,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Heteropsammia,,cochlea,,"(Spengler, 1781)"
-178.0767,-14.3267,529,253,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 499 Madracis kauaiensis,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 499,Pacific Ocean,,,,Futuna,290,395,-14.3267,-178.0767,WGS84,500,POINT (-178.0767 -14.3267),,,urn:lsid:marinespecies.org:taxname:208944,Madracis kauaiensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Madracis,,kauaiensis,,"Vaughan, 1907"
169.8167,-20.3333,530,901,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 963 Flabellum (Flabellum) pavoninum,,,,,Present,,,,1994-09-21,264,1994,9,21,MUSORSTOM 8 'Alis' Stn 963,Pacific Ocean,,,,Anatom,400,440,-20.3333,169.8167,WGS84,500,POINT (169.8167 -20.3333),,,urn:lsid:marinespecies.org:taxname:287022,Flabellum (Flabellum) pavoninum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum,pavoninum,,"Lesson, 1831"
-178.0767,-14.3267,531,254,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 499 Madrepora porcellana,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 499,Pacific Ocean,,,,Futuna,290,395,-14.3267,-178.0767,WGS84,500,POINT (-178.0767 -14.3267),,,urn:lsid:marinespecies.org:taxname:287095,Madrepora porcellana,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Madrepora,,porcellana,,"(Moseley, 1881)"
169.8167,-20.3333,532,902,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 963 Flabellum (Ulocyathus) aotearoa,,,,,Present,,,,1994-09-21,264,1994,9,21,MUSORSTOM 8 'Alis' Stn 963,Pacific Ocean,,,,Anatom,400,440,-20.3333,169.8167,WGS84,500,POINT (169.8167 -20.3333),,,urn:lsid:marinespecies.org:taxname:286997,Flabellum (Ulocyathus) aotearoa,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Ulocyathus,aotearoa,,"Squires, 1964"
-178.0767,-14.3267,533,255,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 499 Caryophyllia (Acanthocyathus) grayi,,,,,Present,,,,1992-05-10,131,1992,5,10,MUSORSTOM 7 'Alis' Stn 499,Pacific Ocean,,,,Futuna,290,395,-14.3267,-178.0767,WGS84,500,POINT (-178.0767 -14.3267),,,urn:lsid:marinespecies.org:taxname:286744,Caryophyllia (Acanthocyathus) grayi,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Acanthocyathus,grayi,,"(Milne Edwards & Haime, 1848)"
