FID,OperatorNa,Shape_Leng
30516,California Gas Transmission Co,0.021349
30517,California Gas Transmission Co,0.01822
30518,California Gas Transmission Co,0.014201
30519,California Gas Transmission Co,0.05467
30520,California Gas Transmission Co,0.055373
30521,California Gas Transmission Co,0.014243
30522,California Gas Transmission Co,0.029387
30523,California Gas Transmission Co,0.165215
30524,California Gas Transmission Co,0.05636
30525,California Gas Transmission Co,0.066351
30526,California Gas Transmission Co,0.021483
30527,California Gas Transmission Co,0.040816
30528,California Gas Transmission Co,0.132742
30529,California Gas Transmission Co,0.071693
30530,California Gas Transmission Co,0.013713
30531,California Gas Transmission Co,0.026631
30532,California Gas Transmission Co,0.034348
30533,California Gas Transmission Co,0.012903
30534,California Gas Transmission Co,0.025516
30535,California Gas Transmission Co,0.077448
30536,California Gas Transmission Co,0.018856
30537,California Gas Transmission Co,0.167071
30538,California Gas Transmission Co,0.030142
30539,California Gas Transmission Co,0.031979
30540,California Gas Transmission Co,0.019261
30541,California Gas Transmission Co,0.019334
30542,California Gas Transmission Co,0.031583
30543,California Gas Transmission Co,0.077272
30544,California Gas Transmission Co,0.003722
30545,California Gas Transmission Co,0.104594
30546,California Gas Transmission Co,0.01085
30547,California Gas Transmission Co,0.044375
30548,California Gas Transmission Co,0.048694
30549,California Gas Transmission Co,0.01211
30550,California Gas Transmission Co,0.015484
30551,California Gas Transmission Co,0.019924
30552,California Gas Transmission Co,0.046712
30553,California Gas Transmission Co,0.003438
30554,California Gas Transmission Co,0.01083
30555,California Gas Transmission Co,0.019411
30556,California Gas Transmission Co,0.039841
30557,California Gas Transmission Co,0.037467
30558,California Gas Transmission Co,0.063228
30559,California Gas Transmission Co,0.041452
30560,California Gas Transmission Co,0.01018
30561,California Gas Transmission Co,0.033337
30562,California Gas Transmission Co,0.020673
30563,California Gas Transmission Co,0.011698
30564,California Gas Transmission Co,0.044228
30565,California Gas Transmission Co,0.006713
30566,California Gas Transmission Co,0.021112
30567,California Gas Transmission Co,0.02966
30568,California Gas Transmission Co,0.010525
30569,California Gas Transmission Co,0.015795
30570,California Gas Transmission Co,0.012288
30571,California Gas Transmission Co,0.027441
30572,California Gas Transmission Co,0.01232
30573,California Gas Transmission Co,0.07759
30574,California Gas Transmission Co,0.013404
30575,California Gas Transmission Co,0.012055
30576,California Gas Transmission Co,0.096934
30577,California Gas Transmission Co,0.05337
30578,California Gas Transmission Co,0.00432
30579,California Gas Transmission Co,0.047421
30580,California Gas Transmission Co,0.046315
30581,California Gas Transmission Co,0.063773
30582,California Gas Transmission Co,0.013492
30583,California Gas Transmission Co,0.024076
30584,California Gas Transmission Co,0.017183
30585,California Gas Transmission Co,0.022987
30586,California Gas Transmission Co,0.012992
30587,California Gas Transmission Co,0.008256
30588,California Gas Transmission Co,0.033723
30589,California Gas Transmission Co,0.02118
30590,California Gas Transmission Co,0.01714
30591,California Gas Transmission Co,0.012924
30592,California Gas Transmission Co,0.023699
30593,California Gas Transmission Co,0.019755
30594,California Gas Transmission Co,0.101275
30595,California Gas Transmission Co,0.040655
30596,California Gas Transmission Co,0.005916
30597,California Gas Transmission Co,0.049697
30598,California Gas Transmission Co,0.085702
30599,California Gas Transmission Co,0.019868
30600,California Gas Transmission Co,0.082978
30601,California Gas Transmission Co,0.013382
30602,California Gas Transmission Co,0.033856
30603,California Gas Transmission Co,0.027465
30604,California Gas Transmission Co,0.106126
30605,California Gas Transmission Co,0.085523
30606,California Gas Transmission Co,0.049058
30607,California Gas Transmission Co,0.005887
30608,California Gas Transmission Co,0.050058
30609,California Gas Transmission Co,0.042947
30610,California Gas Transmission Co,0.025596
30611,California Gas Transmission Co,0.012672
30612,California Gas Transmission Co,0.020784
30613,California Gas Transmission Co,0.12868
30614,California Gas Transmission Co,0.005432
30615,California Gas Transmission Co,0.011264
30616,California Gas Transmission Co,0.022978
30617,California Gas Transmission Co,0.033856
30618,California Gas Transmission Co,0.032704
30619,California Gas Transmission Co,0.004461
30620,California Gas Transmission Co,0.026527
30621,California Gas Transmission Co,0.112983
30622,California Gas Transmission Co,0.048962
30623,California Gas Transmission Co,0.0514
30624,California Gas Transmission Co,0.00617
30625,California Gas Transmission Co,0.083825
30626,California Gas Transmission Co,0.124367
30627,California Gas Transmission Co,0.081632
30628,California Gas Transmission Co,0.037233
30629,California Gas Transmission Co,0.299166
30630,California Gas Transmission Co,0.011696
30631,California Gas Transmission Co,0.020825
30632,California Gas Transmission Co,0.036412
30633,California Gas Transmission Co,0.011406
30634,California Gas Transmission Co,0.003997
30635,California Gas Transmission Co,0.040333
30636,California Gas Transmission Co,0.069987
30637,California Gas Transmission Co,0.008494
30638,California Gas Transmission Co,0.077824
30639,California Gas Transmission Co,0.082868
30640,California Gas Transmission Co,0.227828
30641,California Gas Transmission Co,0.025898
30642,California Gas Transmission Co,0.004963
30643,California Gas Transmission Co,0.06401
30644,California Gas Transmission Co,0.026369
30645,California Gas Transmission Co,0.053794
30646,California Gas Transmission Co,0.011072
30647,California Gas Transmission Co,0.061876
30648,California Gas Transmission Co,8e-06
30649,California Gas Transmission Co,0.069146
30650,California Gas Transmission Co,0.338035
30651,California Gas Transmission Co,0.013796
30652,California Gas Transmission Co,0.046138
30653,California Gas Transmission Co,0.06521
30654,California Gas Transmission Co,0.049817
30655,California Gas Transmission Co,0.011096
30656,California Gas Transmission Co,0.025418
30657,California Gas Transmission Co,0.064274
30658,California Gas Transmission Co,0.062018
30659,California Gas Transmission Co,0.189324
30660,California Gas Transmission Co,0.052194
30661,California Gas Transmission Co,0.013965
30662,California Gas Transmission Co,0.087552
30663,California Gas Transmission Co,0.094603
30664,California Gas Transmission Co,0.103587
30665,California Gas Transmission Co,0.011166
30666,California Gas Transmission Co,0.016353
30667,California Gas Transmission Co,0.025509
30668,California Gas Transmission Co,0.018253
30669,California Gas Transmission Co,0.06732
30670,California Gas Transmission Co,0.033664
30671,California Gas Transmission Co,0.022688
30672,California Gas Transmission Co,0.035364
30673,California Gas Transmission Co,0.056384
30674,California Gas Transmission Co,0.020192
30675,California Gas Transmission Co,0.310796
30676,California Gas Transmission Co,0.071916
30677,California Gas Transmission Co,0.079664
30678,California Gas Transmission Co,0.011008
30679,California Gas Transmission Co,0.018535
30680,California Gas Transmission Co,0.020675
30681,California Gas Transmission Co,0.066904
30682,California Gas Transmission Co,0.055124
30683,California Gas Transmission Co,0.010729
30684,California Gas Transmission Co,0.054487
30685,California Gas Transmission Co,0.018044
30686,California Gas Transmission Co,0.045569
30687,California Gas Transmission Co,0.167539
30688,California Gas Transmission Co,0.089638
30689,California Gas Transmission Co,0.056226
30690,California Gas Transmission Co,0.023714
30691,California Gas Transmission Co,0.054021
30692,California Gas Transmission Co,0.009116
30693,California Gas Transmission Co,0.015815
30694,California Gas Transmission Co,0.026791
30695,California Gas Transmission Co,0.01892
30696,California Gas Transmission Co,0.02249
30697,California Gas Transmission Co,0.064789
30698,California Gas Transmission Co,0.004963
30699,California Gas Transmission Co,0.017709
30700,California Gas Transmission Co,0.093032
30701,California Gas Transmission Co,0.018528
30702,California Gas Transmission Co,0.027744
30703,California Gas Transmission Co,0.028818
30704,California Gas Transmission Co,0.022032
30705,California Gas Transmission Co,0.01288
30706,California Gas Transmission Co,0.116935
30707,California Gas Transmission Co,0.005052
30708,California Gas Transmission Co,0.210952
30709,California Gas Transmission Co,0.010315
30710,California Gas Transmission Co,0.048736
30711,California Gas Transmission Co,0.014496
30712,California Gas Transmission Co,0.101058
30713,California Gas Transmission Co,0.01408
30714,California Gas Transmission Co,0.061408
30715,California Gas Transmission Co,0.073342
30716,California Gas Transmission Co,0.012216
30717,California Gas Transmission Co,0.008448
30718,California Gas Transmission Co,0.071404
30719,California Gas Transmission Co,0.083975
30720,California Gas Transmission Co,0.016996
30721,California Gas Transmission Co,0.015819
30722,California Gas Transmission Co,0.035228
30723,California Gas Transmission Co,0.024627
30724,California Gas Transmission Co,0.12656
30725,California Gas Transmission Co,0.025936
30726,California Gas Transmission Co,0.008079
30727,California Gas Transmission Co,0.070772
30728,California Gas Transmission Co,0.021566
30729,California Gas Transmission Co,0.015688
30730,California Gas Transmission Co,0.090407
30731,California Gas Transmission Co,0.029562
30732,California Gas Transmission Co,0.017233
30733,California Gas Transmission Co,0.036204
30734,California Gas Transmission Co,0.01965
30735,California Gas Transmission Co,0.031087
30736,California Gas Transmission Co,0.015007
30737,California Gas Transmission Co,0.031296
30738,California Gas Transmission Co,0.026737
30739,California Gas Transmission Co,0.012784
30740,California Gas Transmission Co,0.014523
30741,California Gas Transmission Co,0.02334
30742,California Gas Transmission Co,0.028651
30743,California Gas Transmission Co,0.014464
30744,California Gas Transmission Co,0.051341
30745,California Gas Transmission Co,0.037781
30746,California Gas Transmission Co,0.009503
30747,California Gas Transmission Co,0.008512
30748,California Gas Transmission Co,0.019163
30749,California Gas Transmission Co,0.027468
30750,California Gas Transmission Co,0.0144
30751,California Gas Transmission Co,0.014194
30752,California Gas Transmission Co,0.011264
30753,California Gas Transmission Co,0.014171
30754,California Gas Transmission Co,0.016245
30755,California Gas Transmission Co,0.009747
30756,California Gas Transmission Co,0.0288
30757,California Gas Transmission Co,0.013866
30758,California Gas Transmission Co,0.01136
30759,California Gas Transmission Co,0.019751
30760,California Gas Transmission Co,0.037855
30761,California Gas Transmission Co,0.000906
30762,California Gas Transmission Co,0.106545
30763,California Gas Transmission Co,0.019969
30764,California Gas Transmission Co,0.019808
30765,California Gas Transmission Co,0.009024
30766,California Gas Transmission Co,0.024671
30767,California Gas Transmission Co,0.009191
30768,California Gas Transmission Co,0.043792
30769,California Gas Transmission Co,0.005099
30770,California Gas Transmission Co,0.004641
30771,California Gas Transmission Co,0.004032
30772,California Gas Transmission Co,0.008537
30773,California Gas Transmission Co,0.005558
30774,California Gas Transmission Co,0.022989
30775,California Gas Transmission Co,0.007282
30776,California Gas Transmission Co,0.005653
30777,California Gas Transmission Co,0.052756
30778,California Gas Transmission Co,0.006732
30779,California Gas Transmission Co,0.005693
30780,California Gas Transmission Co,0.005956
30781,California Gas Transmission Co,0.005063
30782,California Gas Transmission Co,0.018208
30783,California Gas Transmission Co,0.013485
30784,California Gas Transmission Co,0.015552
30785,California Gas Transmission Co,0.008848
30786,California Gas Transmission Co,0.016012
30787,California Gas Transmission Co,0.00368
30788,California Gas Transmission Co,0.012112
30789,California Gas Transmission Co,0.01224
30790,California Gas Transmission Co,0.004208
30791,California Gas Transmission Co,0.005332
30792,California Gas Transmission Co,0.018412
30793,California Gas Transmission Co,0.017827
30794,California Gas Transmission Co,0.014362
30795,California Gas Transmission Co,0.005664
30796,Coos County Pipeline,0.984072
30797,Coos County Pipeline,0.128885
30798,California Gas Transmission Co,0.008059
30799,California Gas Transmission Co,0.005531
30800,Coos County Pipeline,0.237988
30801,Coos County Pipeline,0.087058
30802,California Gas Transmission Co,0.031035
30803,Coos County Pipeline,0.035034
30804,California Gas Transmission Co,0.01122
30805,Northwest Pipeline,0.264011
30806,Northwest Pipeline,0.228797
30807,California Gas Transmission Co,0.091664
30808,Northwest Pipeline,1.225529
30809,Northwest Pipeline,0.292177
30810,Northwest Pipeline,0.056974
30811,Northwest Pipeline,0.062288
30812,Northwest Pipeline,0.293113
30813,California Gas Transmission Co,0.096452
30814,California Gas Transmission Co,0.040759
30815,California Gas Transmission Co,0.087799
30816,California Gas Transmission Co,0.015585
30817,California Gas Transmission Co,0.18836
30818,California Gas Transmission Co,0.04326
30819,California Gas Transmission Co,0.022232
30820,California Gas Transmission Co,0.112825
30821,California Gas Transmission Co,0.129774
30822,California Gas Transmission Co,0.051324
30823,California Gas Transmission Co,0.016686
30824,California Gas Transmission Co,0.028207
30825,California Gas Transmission Co,0.031463
30826,California Gas Transmission Co,0.039749
30827,California Gas Transmission Co,0.006009
30828,California Gas Transmission Co,0.009705
30829,California Gas Transmission Co,0.04079
30830,California Gas Transmission Co,0.008557
30831,California Gas Transmission Co,0.058239
30832,California Gas Transmission Co,0.016311
30833,California Gas Transmission Co,0.046067
30834,California Gas Transmission Co,0.002368
30835,California Gas Transmission Co,0.012178
30836,California Gas Transmission Co,0.03696
30837,California Gas Transmission Co,0.074827
30838,California Gas Transmission Co,0.02046
30839,California Gas Transmission Co,0.083746
30840,California Gas Transmission Co,0.029897
30841,California Gas Transmission Co,0.121421
30842,California Gas Transmission Co,0.014325
30843,California Gas Transmission Co,0.124255
30844,California Gas Transmission Co,0.004096
30845,California Gas Transmission Co,0.141741
30846,California Gas Transmission Co,0.037818
30847,California Gas Transmission Co,0.02823
30848,California Gas Transmission Co,0.125613
30849,California Gas Transmission Co,0.23104
30850,California Gas Transmission Co,0.019656
30851,California Gas Transmission Co,0.015839
30852,California Gas Transmission Co,0.042676
30853,California Gas Transmission Co,0.015654
30854,California Gas Transmission Co,0.021488
30855,California Gas Transmission Co,0.008369
30856,California Gas Transmission Co,0.008432
30857,California Gas Transmission Co,0.00941
30858,California Gas Transmission Co,0.01258
30859,California Gas Transmission Co,0.010882
30860,California Gas Transmission Co,0.01754
30861,California Gas Transmission Co,0.00503
30862,California Gas Transmission Co,0.03173
30863,California Gas Transmission Co,0.037581
30864,California Gas Transmission Co,0.16305
30865,California Gas Transmission Co,0.011519
30866,California Gas Transmission Co,0.022493
30867,California Gas Transmission Co,0.022224
30868,California Gas Transmission Co,0.017976
30869,California Gas Transmission Co,0.048414
30870,California Gas Transmission Co,0.02451
30871,California Gas Transmission Co,0.050502
30872,California Gas Transmission Co,0.010301
30873,California Gas Transmission Co,0.06426
30874,California Gas Transmission Co,0.059189
30875,California Gas Transmission Co,0.05667
30876,California Gas Transmission Co,0.060424
30877,California Gas Transmission Co,0.025112
30878,California Gas Transmission Co,0.023138
30879,California Gas Transmission Co,0.065571
30880,California Gas Transmission Co,0.019024
30881,California Gas Transmission Co,0.023007
30882,California Gas Transmission Co,0.046913
30883,California Gas Transmission Co,0.035388
30884,California Gas Transmission Co,0.011809
30885,California Gas Transmission Co,0.015201
30886,California Gas Transmission Co,0.007523
30887,California Gas Transmission Co,0.013152
30888,California Gas Transmission Co,0.005245
30889,California Gas Transmission Co,0.013119
30890,California Gas Transmission Co,0.005503
30891,California Gas Transmission Co,0.113172
30892,California Gas Transmission Co,0.028386
30893,California Gas Transmission Co,0.009736
30894,California Gas Transmission Co,0.049895
30895,California Gas Transmission Co,0.017998
30896,California Gas Transmission Co,0.021552
30897,California Gas Transmission Co,0.011971
30898,California Gas Transmission Co,0.048166
30899,California Gas Transmission Co,0.02562
30900,California Gas Transmission Co,0.046692
30901,California Gas Transmission Co,0.055992
30902,California Gas Transmission Co,0.043477
30903,California Gas Transmission Co,0.014242
30904,California Gas Transmission Co,0.023808
30905,California Gas Transmission Co,0.019489
30906,California Gas Transmission Co,0.025259
30907,California Gas Transmission Co,0.010909
30908,California Gas Transmission Co,0.016
30909,California Gas Transmission Co,0.007472
30910,California Gas Transmission Co,0.0542
30911,California Gas Transmission Co,0.086704
30912,California Gas Transmission Co,0.119326
30913,California Gas Transmission Co,0.006071
30914,California Gas Transmission Co,0.014747
30915,California Gas Transmission Co,0.037957
30916,California Gas Transmission Co,0.044517
30917,California Gas Transmission Co,0.013458
30918,California Gas Transmission Co,0.130304
30919,California Gas Transmission Co,0.020714
30920,California Gas Transmission Co,0.059136
30921,California Gas Transmission Co,0.012943
30922,California Gas Transmission Co,0.068908
30923,California Gas Transmission Co,0.039792
30924,California Gas Transmission Co,0.006689
30925,California Gas Transmission Co,0.017464
30926,California Gas Transmission Co,0.020169
30927,California Gas Transmission Co,0.009156
30928,California Gas Transmission Co,0.006062
30929,California Gas Transmission Co,0.024521
30930,California Gas Transmission Co,0.020849
30931,California Gas Transmission Co,0.108568
30932,California Gas Transmission Co,0.014473
30933,California Gas Transmission Co,2.210878
30934,California Gas Transmission Co,0.011302
30935,California Gas Transmission Co,1.050566
30936,California Gas Transmission Co,0.02127
30937,California Gas Transmission Co,0.020488
30938,California Gas Transmission Co,1.489728
30939,California Gas Transmission Co,0.060155
30940,Paiute Pipeline Co,0.065308
30941,California Gas Transmission Co,0.043768
30942,Paiute Pipeline Co,0.05257
30943,California Gas Transmission Co,0.025015
30944,Paiute Pipeline Co,0.319084
30945,California Gas Transmission Co,0.064196
30946,Gas Transmission - Northwest,0.342501
30947,California Gas Transmission Co,0.039996
30948,Gas Transmission - Northwest,0.402316
30949,California Gas Transmission Co,0.004766
30950,California Gas Transmission Co,0.024227
30951,Gas Transmission - Northwest,0.297777
30952,California Gas Transmission Co,0.0101
30953,Gas Transmission - Northwest,0.257795
30954,California Gas Transmission Co,0.007588
30955,Gas Transmission - Northwest,0.317998
30956,California Gas Transmission Co,0.018334
30957,Gas Transmission - Northwest,0.412711
30958,California Gas Transmission Co,0.0176
30959,California Gas Transmission Co,0.07823
30960,Gas Transmission - Northwest,0.201194
30961,California Gas Transmission Co,0.025695
30962,Southern California Gas Co,0.091344
30963,California Gas Transmission Co,0.009964
30964,Southern California Gas Co,0.063855
30965,California Gas Transmission Co,0.051554
30966,Southern California Gas Co,0.258611
30967,California Gas Transmission Co,0.008472
30968,Southern California Gas Co,0.284462
30969,California Gas Transmission Co,0.027932
30970,Southern California Gas Co,0.05812
30971,California Gas Transmission Co,0.016864
30972,Southern California Gas Co,0.105664
30973,California Gas Transmission Co,0.031968
30974,Southern California Gas Co,0.179317
30975,California Gas Transmission Co,0.02156
30976,Southwest Gas Corp,0.0768
30977,California Gas Transmission Co,0.0339
30978,Southwest Gas Corp,0.072104
30979,California Gas Transmission Co,0.075991
30980,Southwest Gas Corp,0.089578
30981,California Gas Transmission Co,0.069511
30982,California Gas Transmission Co,0.111778
30983,Southwest Gas Corp,0.07378
30984,Tuscarora Pipeline Co,0.079394
30985,California Gas Transmission Co,0.069485
30986,California Gas Transmission Co,0.062822
30987,Tuscarora Pipeline Co,1.054258
30988,Tuscarora Pipeline Co,0.130852
30989,Tuscarora Pipeline Co,0.276191
30990,Tuscarora Pipeline Co,0.942705
30991,Tuscarora Pipeline Co,0.232792
30992,Tuscarora Pipeline Co,0.32936
30993,Tuscarora Pipeline Co,0.021891
30994,Tuscarora Pipeline Co,0.141789
30995,Tuscarora Pipeline Co,0.044962
30996,Tuscarora Pipeline Co,0.194218
30997,Tuscarora Pipeline Co,0.132102
30998,Tuscarora Pipeline Co,0.251696
30999,Kelso-Beaver Pipeline,0.018524
31000,Ruby Pipeline LLC,1.49095
31001,Northwestern Energy Co,0.005822
31002,Northwestern Energy Co,0.094542
31003,Northwestern Energy Co,0.022002
31004,Northwestern Energy Co,0.004076
31005,Northwestern Energy Co,0.013801
31006,Northwestern Energy Co,0.007045
31007,Northwestern Energy Co,0.004955
31008,Northwestern Energy Co,0.020522
31009,Northwestern Energy Co,0.002193
31010,Northwestern Energy Co,0.001763
31011,Northwestern Energy Co,0.006659
31012,Northwestern Energy Co,0.004784
31013,Northwestern Energy Co,0.011609
31014,Northwestern Energy Co,0.003731
31015,Northwestern Energy Co,0.012233
31016,Northwestern Energy Co,0.038373
31017,Northwestern Energy Co,0.006656
31018,Northwestern Energy Co,0.168585
31019,Northwestern Energy Co,0.013114
31020,Northwestern Energy Co,0.124812
31021,Northwestern Energy Co,0.002132
31022,Northwestern Energy Co,0.009375
31023,Northwestern Energy Co,0.232006
31024,Northwestern Energy Co,0.000415
31025,Northwestern Energy Co,0.025995
31026,Northwestern Energy Co,0.019206
31027,Northwestern Energy Co,0.275313
31028,Northwestern Energy Co,0.050208
31029,Northwestern Energy Co,0.001711
31030,Northwestern Energy Co,0.269288
31031,Northwestern Energy Co,0.005263
31032,Northwestern Energy Co,0.001776
31033,Northwestern Energy Co,0.010846
31034,Northwestern Energy Co,0.023268
31035,Northwestern Energy Co,0.003126
31036,Northwestern Energy Co,0.009571
31037,Northwestern Energy Co,0.002163
31038,Northwestern Energy Co,0.002455
31039,Northwestern Energy Co,0.026115
31040,Northwestern Energy Co,0.445689
31041,Northwestern Energy Co,0.003282
31042,Northwestern Energy Co,0.024251
31043,Northwestern Energy Co,0.035138
31044,Northwestern Energy Co,0.025604
31045,Northwestern Energy Co,0.612395
31046,Northwestern Energy Co,0.009371
31047,Northwestern Energy Co,0.214979
31048,Northwestern Energy Co,0.007861
31049,Northwestern Energy Co,0.103997
31050,Northwestern Energy Co,0.028242
31051,Northwestern Energy Co,0.011256
31052,Northwestern Energy Co,0.029795
31053,Northwestern Energy Co,0.169583
31054,Northwestern Energy Co,0.009411
31055,Northwestern Energy Co,0.007146
31056,Northwestern Energy Co,0.144919
31057,Northwestern Energy Co,0.014702
31058,Northwestern Energy Co,0.525012
31059,Northwestern Energy Co,0.013316
31060,Northwestern Energy Co,0.019294
31061,Northwestern Energy Co,0.020099
31062,Northwestern Energy Co,0.003004
31063,Northwestern Energy Co,0.009461
31064,Northwestern Energy Co,0.010295
31065,Northwestern Energy Co,0.01587
31066,Northwestern Energy Co,0.034132
31067,Northwestern Energy Co,0.017814
31068,Northwestern Energy Co,0.022542
31069,Northwestern Energy Co,0.003277
31070,Northwestern Energy Co,0.005299
31071,Northwestern Energy Co,0.004748
31072,Northwestern Energy Co,0.00117
31073,Northwestern Energy Co,0.015173
31074,Northwestern Energy Co,0.003624
31075,Northwestern Energy Co,0.023148
31076,Northwestern Energy Co,0.002009
31077,Northwestern Energy Co,0.008483
31078,Northwestern Energy Co,0.001611
31079,Northwestern Energy Co,0.002649
31080,Northwestern Energy Co,0.020408
31081,Northwestern Energy Co,0.011668
31082,Northwestern Energy Co,0.044997
31083,Northwestern Energy Co,0.003795
31084,Northwestern Energy Co,0.005187
31085,Northwestern Energy Co,0.008763
31086,Northwestern Energy Co,0.045766
31087,Northwestern Energy Co,0.038311
31088,Northwestern Energy Co,0.013958
31089,Northwestern Energy Co,0.019117
31090,Northwestern Energy Co,0.00557
31091,Northwestern Energy Co,0.009141
31092,Northwestern Energy Co,0.016389
31093,Northwestern Energy Co,0.278628
31094,Northwestern Energy Co,0.019426
31095,Northwestern Energy Co,0.069533
31096,Northwestern Energy Co,0.002263
31097,Northwestern Energy Co,0.327686
31098,Northwestern Energy Co,0.087691
31099,Northwestern Energy Co,0.012753
31100,Northwestern Energy Co,0.01978
31101,Northwestern Energy Co,0.309825
31102,Northwestern Energy Co,0.00869
31103,Northwestern Energy Co,0.019503
31104,Northwestern Energy Co,0.006735
31105,Northwestern Energy Co,0.017269
31106,Northwestern Energy Co,0.002319
31107,Northwestern Energy Co,0.006043
31108,Northwestern Energy Co,0.00365
31109,Northwestern Energy Co,0.013515
31110,Northwestern Energy Co,0.019492
31111,Northwestern Energy Co,0.017221
31112,Northwestern Energy Co,0.009621
31113,Northwestern Energy Co,0.010373
31114,Northwestern Energy Co,0.00953
31115,Northwestern Energy Co,0.007917
31116,Northwestern Energy Co,0.023403
31117,Northwestern Energy Co,0.012988
31118,Northwestern Energy Co,0.010813
31119,Northwestern Energy Co,0.012695
31120,Northwestern Energy Co,0.009002
31121,Northwestern Energy Co,0.010346
31122,Northwestern Energy Co,0.000162
31123,Northwestern Energy Co,0.006332
31124,Northwestern Energy Co,0.034461
31125,Northwestern Energy Co,0.009973
31126,Northwestern Energy Co,0.001067
31127,Northwestern Energy Co,0.013118
31128,Northwestern Energy Co,0.003497
31129,Northwestern Energy Co,0.003388
31130,Northwestern Energy Co,0.001581
31131,Northwestern Energy Co,0.00815
31132,Northwestern Energy Co,0.015524
31133,Northwestern Energy Co,0.053478
31134,Northwestern Energy Co,0.005818
31135,Northwestern Energy Co,0.014758
31136,Northwestern Energy Co,0.024098
31137,Northwestern Energy Co,0.041433
31138,Northwestern Energy Co,0.004555
31139,Northwestern Energy Co,0.004827
31140,Northwestern Energy Co,0.002056
31141,Northwestern Energy Co,0.025242
31142,Northwestern Energy Co,0.00843
31143,Northwestern Energy Co,0.014613
31144,Northwestern Energy Co,0.011811
31145,Northwestern Energy Co,0.006559
31146,Northwestern Energy Co,0.00257
31147,Northwestern Energy Co,0.023235
31148,Northwestern Energy Co,0.034536
31149,Northwestern Energy Co,0.002407
31150,Northwestern Energy Co,0.003556
31151,Northwestern Energy Co,0.000573
31152,Northwestern Energy Co,0.007341
31153,Northwestern Energy Co,0.008049
31154,Northwestern Energy Co,0.016981
31155,Northwestern Energy Co,0.00636
31156,Northwestern Energy Co,0.009721
31157,Northwestern Energy Co,0.036241
31158,Northwestern Energy Co,0.014842
31159,Northwestern Energy Co,0.018255
31160,Northwestern Energy Co,0.040315
31161,Northwestern Energy Co,0.005936
31162,Northwestern Energy Co,0.027658
31163,Northwestern Energy Co,0.005434
31164,Northwestern Energy Co,0.021082
31165,Northwestern Energy Co,0.002424
31166,Northwestern Energy Co,0.020735
31167,Northwestern Energy Co,0.22821
31168,Northwestern Energy Co,0.003608
31169,Northwestern Energy Co,0.143701
31170,Northwestern Energy Co,0.009907
31171,Northwestern Energy Co,0.006508
31172,Northwestern Energy Co,0.020084
31173,Northwestern Energy Co,0.007301
31174,Northwestern Energy Co,0.026575
31175,Northwestern Energy Co,0.010213
31176,Northwestern Energy Co,0.026192
31177,Northwestern Energy Co,0.005556
31178,Northwestern Energy Co,0.011328
31179,Northwestern Energy Co,0.083394
31180,Northwestern Energy Co,0.006049
31181,Northwestern Energy Co,0.006403
31182,Northwestern Energy Co,0.009865
31183,Northwestern Energy Co,0.012466
31184,Northwestern Energy Co,0.007631
31185,Northwestern Energy Co,0.026004
31186,Northwestern Energy Co,0.007382
31187,Northwestern Energy Co,0.022765
31188,Northwestern Energy Co,0.021223
31189,Northwestern Energy Co,0.015833
31190,Northwestern Energy Co,0.002702
31191,Northwestern Energy Co,0.030787
31192,Northwestern Energy Co,8.8e-05
31193,Northwestern Energy Co,0.004528
31194,Northwestern Energy Co,0.02044
31195,Northwestern Energy Co,0.039611
31196,Northwestern Energy Co,0.001278
31197,Northwestern Energy Co,0.018977
31198,Northwestern Energy Co,0.002427
31199,Northwestern Energy Co,0.01365
31200,Northwestern Energy Co,0.001583
31201,Northwestern Energy Co,0.004564
31202,Northwestern Energy Co,0.009202
31203,Northwestern Energy Co,0.00018
31204,Northwestern Energy Co,0.005747
31205,Northwestern Energy Co,0.001121
31206,Northwestern Energy Co,0.004843
31207,Northwestern Energy Co,0.001391
31208,Northwestern Energy Co,0.024322
31209,Northwestern Energy Co,0.004643
31210,Northwestern Energy Co,0.01275
31211,Northwestern Energy Co,0.010503
31212,Northwestern Energy Co,0.012341
31213,Northwestern Energy Co,0.000925
31214,Northwestern Energy Co,0.01245
31215,Northwestern Energy Co,0.004008
31216,Northwestern Energy Co,0.039443
31217,Northwestern Energy Co,0.001962
31218,Northwestern Energy Co,0.10817
31219,Northwestern Energy Co,0.012809
31220,Northwestern Energy Co,0.022482
31221,Northwestern Energy Co,0.002686
31222,Northwestern Energy Co,0.008192
31223,Northwestern Energy Co,0.001322
31224,Northwestern Energy Co,0.006447
31225,Northwestern Energy Co,0.008223
31226,Northwestern Energy Co,0.010588
31227,Northwestern Energy Co,0.002941
31228,Northwestern Energy Co,0.002256
31229,Northwestern Energy Co,0.024425
31230,Northwestern Energy Co,0.003566
31231,Northwestern Energy Co,0.009413
31232,Northwestern Energy Co,0.001141
31233,Northwestern Energy Co,0.007808
31234,Northwestern Energy Co,0.012865
31235,Northwestern Energy Co,0.034497
31236,Northwestern Energy Co,0.003464
31237,Northwestern Energy Co,0.013569
31238,Northwestern Energy Co,0.005194
31239,Northwestern Energy Co,0.033887
31240,Northwestern Energy Co,0.002586
31241,Northwestern Energy Co,0.018231
31242,Northwestern Energy Co,0.044533
31243,Northwestern Energy Co,0.002194
31244,Northwestern Energy Co,0.032181
31245,Northwestern Energy Co,0.001595
31246,Northwestern Energy Co,0.033698
31247,Northwestern Energy Co,0.001726
31248,Northwestern Energy Co,0.011333
