FID,OperatorNa,Shape_Leng
31249,Northwestern Energy Co,0.021733
31250,Northwestern Energy Co,0.006825
31251,Northwestern Energy Co,0.008672
31252,Northwestern Energy Co,0.001954
31253,Northwestern Energy Co,0.00529
31254,Northwestern Energy Co,0.010168
31255,Northwestern Energy Co,0.000969
31256,Northwestern Energy Co,0.005357
31257,Northwestern Energy Co,0.016364
31258,Northwestern Energy Co,0.001431
31259,Northwestern Energy Co,0.006105
31260,Northwestern Energy Co,0.008357
31261,Northwestern Energy Co,0.004798
31262,Northwestern Energy Co,0.004003
31263,Northwestern Energy Co,0.009665
31264,Northwestern Energy Co,0.039629
31265,Northwestern Energy Co,0.023786
31266,Northwestern Energy Co,0.015985
31267,Northwestern Energy Co,0.013089
31268,Northwestern Energy Co,0.004132
31269,Northwestern Energy Co,0.00112
31270,Northwestern Energy Co,0.002492
31271,Northwestern Energy Co,0.034705
31272,Northwestern Energy Co,0.013369
31273,Northwestern Energy Co,0.018237
31274,Northwestern Energy Co,0.009498
31275,Northwestern Energy Co,0.005356
31276,Northwestern Energy Co,0.009249
31277,Northwestern Energy Co,0.00354
31278,Northwestern Energy Co,0.063944
31279,Northwestern Energy Co,0.015324
31280,Northwestern Energy Co,0.004858
31281,Northwestern Energy Co,0.004689
31282,Northwestern Energy Co,0.00626
31283,Northwestern Energy Co,0.001396
31284,Northwestern Energy Co,0.022662
31285,Northwestern Energy Co,0.006707
31286,Northwestern Energy Co,0.013689
31287,Northwestern Energy Co,0.004892
31288,Northwestern Energy Co,0.003035
31289,Northwestern Energy Co,0.02246
31290,Northwestern Energy Co,0.007148
31291,Northwestern Energy Co,0.004576
31292,Northwestern Energy Co,0.006181
31293,Northwestern Energy Co,0.007062
31294,Northwestern Energy Co,0.007043
31295,Northwestern Energy Co,0.007467
31296,Northwestern Energy Co,0.004534
31297,Northwestern Energy Co,0.005972
31298,Northwestern Energy Co,0.005315
31299,Northwestern Energy Co,0.004362
31300,Northwestern Energy Co,0.02755
31301,Northwestern Energy Co,0.008871
31302,Northwestern Energy Co,0.015449
31303,Northwestern Energy Co,0.011696
31304,Northwestern Energy Co,0.005665
31305,Northwestern Energy Co,0.001992
31306,Northwestern Energy Co,0.004643
31307,Northwestern Energy Co,0.004375
31308,Northwestern Energy Co,0.008248
31309,Northwestern Energy Co,0.0031
31310,Northwestern Energy Co,0.020177
31311,Northwestern Energy Co,0.008201
31312,Northwestern Energy Co,0.003371
31313,Northwestern Energy Co,0.005439
31314,Northwestern Energy Co,0.001965
31315,Northwestern Energy Co,0.001686
31316,Northwestern Energy Co,0.001483
31317,Northwestern Energy Co,0.000197
31318,Northwestern Energy Co,0.004653
31319,Northwestern Energy Co,0.00013
31320,Northwestern Energy Co,0.022703
31321,Northwestern Energy Co,0.03328
31322,Northwestern Energy Co,0.001341
31323,Northwestern Energy Co,0.003165
31324,Northwestern Energy Co,0.009717
31325,Northwestern Energy Co,0.001835
31326,Northwestern Energy Co,0.006869
31327,Northwestern Energy Co,0.002413
31328,Northwestern Energy Co,0.007711
31329,Northwestern Energy Co,0.013333
31330,Northwestern Energy Co,0.007703
31331,Northwestern Energy Co,0.141428
31332,Northwestern Energy Co,0.001336
31333,Northwestern Energy Co,0.009876
31334,Northwestern Energy Co,0.007226
31335,Northwestern Energy Co,0.014062
31336,Northwestern Energy Co,0.006331
31337,Northwestern Energy Co,0.001325
31338,Northwestern Energy Co,0.04739
31339,Northwestern Energy Co,0.005652
31340,Northwestern Energy Co,0.059182
31341,Northwestern Energy Co,0.008238
31342,Northwestern Energy Co,0.007821
31343,Northwestern Energy Co,0.059906
31344,Northwestern Energy Co,0.034638
31345,Northwestern Energy Co,0.004344
31346,Northwestern Energy Co,0.013928
31347,Northwestern Energy Co,0.008612
31348,Northwestern Energy Co,0.013786
31349,Northwestern Energy Co,0.015469
31350,Northwestern Energy Co,0.014325
31351,Northwestern Energy Co,0.011646
31352,Northwestern Energy Co,0.018628
31353,Northwestern Energy Co,0.007386
31354,Northwestern Energy Co,0.005631
31355,Northwestern Energy Co,0.007178
31356,Northwestern Energy Co,0.004017
31357,Northwestern Energy Co,0.000341
31358,Northwestern Energy Co,0.005795
31359,Northwestern Energy Co,0.003186
31360,Northwestern Energy Co,0.002029
31361,Northwestern Energy Co,9.4e-05
31362,Northwestern Energy Co,0.007918
31363,Northwestern Energy Co,0.000887
31364,Northwestern Energy Co,0.02011
31365,Northwestern Energy Co,0.009431
31366,Northwestern Energy Co,0.059028
31367,Northwestern Energy Co,0.0129
31368,Northwestern Energy Co,0.012905
31369,Northwestern Energy Co,0.032874
31370,Northwestern Energy Co,0.002542
31371,Northwestern Energy Co,0.0112
31372,Northwestern Energy Co,0.007133
31373,Northwestern Energy Co,0.003314
31374,Northwestern Energy Co,0.00977
31375,Northwestern Energy Co,0.038785
31376,Northwestern Energy Co,0.012818
31377,Northwestern Energy Co,0.012212
31378,Northwestern Energy Co,0.004629
31379,Northwestern Energy Co,0.023527
31380,Northwestern Energy Co,0.012554
31381,Northwestern Energy Co,0.0037
31382,Northwestern Energy Co,0.017215
31383,Northwestern Energy Co,0.04963
31384,Northwestern Energy Co,0.008809
31385,Northwestern Energy Co,0.096124
31386,Northwestern Energy Co,0.003019
31387,Northwestern Energy Co,0.000757
31388,Northwestern Energy Co,0.000245
31389,Northwestern Energy Co,0.087014
31390,Northwestern Energy Co,0.032042
31391,Northwestern Energy Co,0.053882
31392,Northwestern Energy Co,0.004443
31393,Northwestern Energy Co,0.005843
31394,Northwestern Energy Co,0.00731
31395,Northwestern Energy Co,0.002997
31396,Northwestern Energy Co,0.006396
31397,Northwestern Energy Co,0.01419
31398,Northwestern Energy Co,0.005267
31399,Northwestern Energy Co,0.001226
31400,Northwestern Energy Co,0.001079
31401,Northwestern Energy Co,0.018057
31402,Northwestern Energy Co,0.020315
31403,Northwestern Energy Co,0.019856
31404,Northwestern Energy Co,0.126262
31405,Northwestern Energy Co,0.020103
31406,Northwestern Energy Co,0.080643
31407,Northwestern Energy Co,0.016233
31408,Northwestern Energy Co,0.004278
31409,Northwestern Energy Co,0.005867
31410,Northwestern Energy Co,0.009015
31411,Northwestern Energy Co,0.007375
31412,Northwestern Energy Co,0.009081
31413,Northwestern Energy Co,0.002051
31414,Northwestern Energy Co,0.010365
31415,Northwestern Energy Co,0.005689
31416,Northwestern Energy Co,0.038188
31417,Northwestern Energy Co,0.006151
31418,Northwestern Energy Co,0.004684
31419,Northwestern Energy Co,0.009828
31420,Northwestern Energy Co,0.001148
31421,Northwestern Energy Co,0.049738
31422,Northwestern Energy Co,0.013922
31423,Northwestern Energy Co,0.008224
31424,Northwestern Energy Co,0.009213
31425,Northwestern Energy Co,0.001452
31426,Northwestern Energy Co,0.018648
31427,Northwest Pipeline,0.232977
31428,Northwestern Energy Co,0.000507
31429,Northwestern Energy Co,0.001114
31430,Northwestern Energy Co,0.018951
31431,Northwest Pipeline,0.185167
31432,Northwestern Energy Co,0.021704
31433,Northwestern Energy Co,0.015769
31434,Northwest Pipeline,0.12012
31435,Northwestern Energy Co,0.016829
31436,Northwestern Energy Co,0.004608
31437,Northwestern Energy Co,0.006053
31438,Northwest Pipeline,0.068864
31439,Northwestern Energy Co,0.012101
31440,Northwestern Energy Co,0.021792
31441,Northwestern Energy Co,0.019109
31442,Northwest Pipeline,0.069306
31443,Northwestern Energy Co,0.001494
31444,Northwestern Energy Co,0.004957
31445,Northwest Pipeline,1.059181
31446,Northwestern Energy Co,0.002404
31447,Northwestern Energy Co,0.026311
31448,Northwestern Energy Co,0.042137
31449,Northwestern Energy Co,0.004818
31450,Northwest Pipeline,0.088588
31451,Northwestern Energy Co,0.003388
31452,Northwestern Energy Co,0.000797
31453,Northwestern Energy Co,0.022879
31454,Northwestern Energy Co,0.009078
31455,Northwestern Energy Co,0.011429
31456,Northwestern Energy Co,0.014796
31457,Northwest Pipeline,0.056853
31458,Northwestern Energy Co,0.013215
31459,Northwestern Energy Co,0.015828
31460,Northwestern Energy Co,0.043891
31461,Northwestern Energy Co,0.087928
31462,Northwestern Energy Co,0.143262
31463,Northwestern Energy Co,0.117733
31464,Northwest Pipeline,0.286465
31465,Northwestern Energy Co,0.003186
31466,Northwestern Energy Co,0.119634
31467,Northwestern Energy Co,0.02307
31468,Northwest Pipeline,0.070097
31469,Northwestern Energy Co,0.138799
31470,Northwestern Energy Co,0.026839
31471,Northwestern Energy Co,0.023827
31472,Northwestern Energy Co,0.029757
31473,Northwestern Energy Co,0.149793
31474,Northwest Pipeline,0.106485
31475,Northwestern Energy Co,0.010559
31476,Northwestern Energy Co,0.009763
31477,Northwestern Energy Co,0.025724
31478,Northwestern Energy Co,0.389979
31479,Northwest Pipeline,0.413085
31480,Northwestern Energy Co,0.007693
31481,Northwestern Energy Co,0.005683
31482,Northwestern Energy Co,0.010174
31483,Northwest Pipeline,0.352493
31484,Northwestern Energy Co,0.173756
31485,Northwestern Energy Co,0.024033
31486,Northwestern Energy Co,0.020215
31487,Northwestern Energy Co,0.005641
31488,Northwestern Energy Co,0.002545
31489,Northwestern Energy Co,0.163453
31490,Northwest Pipeline,0.171589
31491,Northwestern Energy Co,0.008217
31492,Northwestern Energy Co,0.009561
31493,Northwestern Energy Co,0.010891
31494,Northwestern Energy Co,0.024283
31495,Northwest Pipeline,0.056056
31496,Northwestern Energy Co,0.018174
31497,Northwestern Energy Co,0.011758
31498,Northwestern Energy Co,0.023547
31499,Northwestern Energy Co,0.018236
31500,Northwestern Energy Co,0.00391
31501,Northwestern Energy Co,0.016201
31502,Northwest Pipeline,1.475039
31503,Northwestern Energy Co,0.004463
31504,Northwestern Energy Co,0.18043
31505,Northwestern Energy Co,0.003348
31506,Northwestern Energy Co,0.006194
31507,Northwestern Energy Co,0.008169
31508,Northwest Pipeline,1.203843
31509,Northwestern Energy Co,0.00157
31510,Northwestern Energy Co,0.393323
31511,Northwestern Energy Co,0.000963
31512,Northwestern Energy Co,0.008531
31513,Northwestern Energy Co,0.031197
31514,Northwestern Energy Co,0.015843
31515,Northwest Pipeline,0.088348
31516,Northwestern Energy Co,0.007293
31517,Northwestern Energy Co,0.020229
31518,Northwestern Energy Co,0.003365
31519,Northwestern Energy Co,0.011461
31520,Northwestern Energy Co,0.016922
31521,Northwestern Energy Co,0.000724
31522,Northwestern Energy Co,0.006381
31523,Northwestern Energy Co,0.003656
31524,Northwest Pipeline,0.039743
31525,Northwestern Energy Co,0.001565
31526,Northwestern Energy Co,0.003316
31527,Northwestern Energy Co,0.109848
31528,Northwestern Energy Co,0.008552
31529,Northwestern Energy Co,0.007866
31530,Northwestern Energy Co,0.045244
31531,Northwestern Energy Co,0.104432
31532,Northwest Pipeline,0.964463
31533,Northwestern Energy Co,0.003501
31534,Northwestern Energy Co,0.015356
31535,Northwestern Energy Co,0.033164
31536,Northwestern Energy Co,0.016194
31537,Northwestern Energy Co,0.000808
31538,Northwestern Energy Co,0.013827
31539,Northwestern Energy Co,0.004463
31540,Northwestern Energy Co,0.273946
31541,Northwestern Energy Co,0.000929
31542,Northwest Pipeline,0.516
31543,Northwestern Energy Co,0.001467
31544,Northwestern Energy Co,0.029717
31545,Northwestern Energy Co,0.005188
31546,Northwestern Energy Co,0.038166
31547,Northwestern Energy Co,0.005787
31548,Northwestern Energy Co,0.036636
31549,Northwest Pipeline,0.575196
31550,Northwestern Energy Co,0.020574
31551,Northwestern Energy Co,0.004732
31552,Northwestern Energy Co,0.029577
31553,Northwestern Energy Co,0.002513
31554,Northwestern Energy Co,0.001384
31555,Northwestern Energy Co,0.382988
31556,Northwestern Energy Co,0.022695
31557,Northwest Pipeline,1.144742
31558,Northwestern Energy Co,0.036004
31559,Northwestern Energy Co,0.023963
31560,Northwestern Energy Co,0.001672
31561,Northwestern Energy Co,0.005534
31562,Northwestern Energy Co,0.003848
31563,Northwestern Energy Co,0.055279
31564,Northwestern Energy Co,0.003365
31565,Northwest Pipeline,0.201614
31566,Northwestern Energy Co,0.11172
31567,Northwestern Energy Co,0.029892
31568,Northwestern Energy Co,0.035998
31569,Northwestern Energy Co,0.001572
31570,Northwestern Energy Co,0.008564
31571,Northwestern Energy Co,0.075471
31572,Northwest Pipeline,0.040086
31573,Northwestern Energy Co,0.013483
31574,Northwestern Energy Co,0.00266
31575,Northwestern Energy Co,0.01635
31576,Northwestern Energy Co,0.044493
31577,Northwestern Energy Co,0.010733
31578,Northwestern Energy Co,0.206586
31579,Northwestern Energy Co,0.012556
31580,Northwest Pipeline,1.463202
31581,Northwestern Energy Co,0.005963
31582,Northwestern Energy Co,0.010435
31583,Northwestern Energy Co,0.00112
31584,Northwestern Energy Co,0.001654
31585,Northwest Pipeline,0.907679
31586,Northwestern Energy Co,0.033877
31587,Northwestern Energy Co,0.02346
31588,Northwestern Energy Co,0.007348
31589,Northwestern Energy Co,0.017766
31590,Northwestern Energy Co,0.008785
31591,Northwestern Energy Co,0.417534
31592,Northwest Pipeline,2.011676
31593,Northwestern Energy Co,0.009981
31594,Northwestern Energy Co,0.044784
31595,Northwestern Energy Co,0.007988
31596,Northwestern Energy Co,0.18509
31597,Northwestern Energy Co,0.013724
31598,Northwestern Energy Co,0.055598
31599,Northwest Pipeline,0.450021
31600,Northwestern Energy Co,0.006716
31601,Northwestern Energy Co,0.007983
31602,Northwestern Energy Co,0.01559
31603,Northwestern Energy Co,0.054238
31604,Northwestern Energy Co,0.008367
31605,Northwestern Energy Co,0.00522
31606,Northwestern Energy Co,0.005313
31607,Northwestern Energy Co,0.170127
31608,Northwest Pipeline,0.026948
31609,Northwestern Energy Co,0.004217
31610,Northwestern Energy Co,0.004857
31611,Northwestern Energy Co,0.004501
31612,Northwestern Energy Co,0.006536
31613,Northwestern Energy Co,0.036913
31614,Northwest Pipeline,0.162105
31615,Northwestern Energy Co,0.003645
